NOMREG;NOMDEP;FERME;ANNREOUV;NOM DU MUSEE;ADR;CP;VILLE;SITWEB;FERMETURE ANNUELLE;PERIODE OUVERTURE
AQUITAINE;DORDOGNE;NON;;Musée Gallo-Romain de Vesunna;Parc de Vésone 20, Rue du 26ème Régiment d'Infanterie;24000;PERIGUEUX;www.vesunna.fr ou http://www.perigueux-vesunna.fr/;11/11,01/12-01/04;9-12,14-17
AQUITAINE;DORDOGNE;NON;;Musée du Site Médiéval;;24440;SAINT-AVIT-SENIEUR;;;9-12,14-17
AQUITAINE;DORDOGNE;OUI;;Musée de Sarlat et du Périgord Noir;B.P. 163;24205;SARLAT-LA-CANEDA;Site des musées aquitains;24/12,25/12,11/11;13-18
AQUITAINE;DORDOGNE;OUI;2016;Musée d'Art et Traditions Populaires;Hôtel de ville Place de la liberté;24610;VILLEFRANCHE-DE-LONCHAT;Site des musées aquitains;;10-12,14-18
AQUITAINE;GIRONDE;OUI;;Musée Municipal de Blasimon;Mairie de Blasimon;33540;BLASIMON;;;
AQUITAINE;GIRONDE;OUI;;Musée d'Art et d'Histoire du Pays Blayais;Citadelle de Blaye;33390;BLAYE;Site des musées aquitains;;13-18
AQUITAINE;GIRONDE;NON;;Musée Goupil;Conservatoire de l'Image Industrielle 20 Cours Pasteur;33000;BORDEAUX;Site de la ville;11/11,01/12-01/04;13-18
AQUITAINE;GIRONDE;NON;;Centre National Jean Moulin;Direction des établissements culturels 48, rue Vital Carles;33000;BORDEAUX;Site de la ville : www.bordeaux.fr;;10-12:30,13:30-18
AQUITAINE;GIRONDE;OUI;2016;Muséum d'Histoire Naturelle de Bordeaux;5, Place Bardineau;33000;BORDEAUX;www.mairie-bordeaux.fr;;sept-18
AQUITAINE;GIRONDE;NON;;CAPC Musée d'Art Contemporain de Bordeaux;Entrepôt 7, Rue Ferrère;33000;BORDEAUX;www.capc-bordeaux.fr ou www.bordeaux.fr;24/12,25/12;10-12:30,13:30-18
AQUITAINE;GIRONDE;NON;;Musée des Beaux-Arts;20, Cours D'Albret;33000;BORDEAUX;Site de la ville;01/11-01/04;10-12:30,13:30-18
AQUITAINE;GIRONDE;NON;;Musée d'Aquitaine;20, Cours Pasteur;33000;BORDEAUX;Site de la ville : www.bordeaux.fr;01/01,01/04,25/12;sept-18
AQUITAINE;GIRONDE;NON;;Musée des Arts Décoratifs;Hôtel de Lalande 39, Rue Bouffard;33000;BORDEAUX;Site de la ville -  www.mairie-bordeaux.fr;01/01,01/04,25/12;
AQUITAINE;GIRONDE;NON;;Musée de la Voiture à Cheval;3, Place de la Citadelle;33710;BOURG-SUR-GIRONDE;Site des musées d'aquitaine;11/11,01/12-01/04;10-12,14-18
AQUITAINE;GIRONDE;OUI;;Musée Municipal;Esplanade Charles de Gaulle;33190;LA REOLE;;;13-18
AQUITAINE;GIRONDE;NON;;Musée des Beaux-Arts et d'Archéologie;42, Place  Abel Surchamp;33500;LIBOURNE;www.musees-libourne.org;;10-12,14-18
AQUITAINE;GIRONDE;OUI;;Musée Historique ou du Vieux Libourne (Robin);;33500;LIBOURNE;;;10-12,14-18
AQUITAINE;GIRONDE;OUI;;Musée d'Histoire et d'Archéologique;Logis Mallet;33330;SAINT-EMILION;;;10-12:30,13:30-18
AQUITAINE;GIRONDE;OUI;;Musée Municipal;Maison Braneyre Impasse Dupeyron;33730;VILLANDRAUT;;01/11-01/04;13-18
AQUITAINE;LANDES;NON;;Musée Historique de l'Hydravion;332, Avenue Louis Breguet;40600;BISCARROSSE;www.hydravions-biscarrosse.com;24/12,25/12;
AQUITAINE;LANDES;NON;;Musée de Borda;Mairie de Dax Service du musée Borda 14, Rue Saint Pierre B.P. 50344;40107;DAX Cédex;http://www.dax.fr/musee-de-borda - Site des musées aquitains;;10-12:30,13:30-18
AQUITAINE;LANDES;NON;;Musée Départemental de Préhistoire;Abbaye d'Arthous;40300;HASTINGUES;www.culture-commune.fr - www.arthous.landes.org/;;9-12,14-17
AQUITAINE;LANDES;OUI;;Atelier-Musée  (Ecomusée de la Grande Landes);101, Rue Jacques Desert;40043;LUXEY;Site du parc - www.parc-landes-de-gascogne.fr;;sept-18
AQUITAINE;LANDES;NON;;Musée Despiau-Wlérick;6, Place Marguerite de Navarre;40000;MONT-DE-MARSAN;www.mont-de-marsan.org/decouvrir/decouv_muse.html ou Site des musées aquitains;01/11-01/04;
AQUITAINE;LANDES;NON;;Musée de la Chalosse;Domaine de Carcher 480, Chemin du Sala bp 24 B.P. 24;40380;MONTFORT-EN-CHALOSSE;www.museedelachalosse.fr;;10-12:30,13:30-18
AQUITAINE;LANDES;OUI;;Musée du Patrimoine Religieux et des Croyances Populaires;Eglise Notre-Dame;40410;MOUSTEY;Site du parc - www.parc-landes-de-gascogne.fr;;
AQUITAINE;LANDES;NON;;Ecomusée de la Grande Lande;Route de Soférino;40630;SABRES;www.parc-landes-de-gascogne.fr;;
AQUITAINE;LANDES;NON;;Musée Municipal;Rue du Général Lamarque;40500;SAINT-SEVER;http://www.saint-sever.fr/culture_musee.htm;01/01,01/04,25/12;sept-18
AQUITAINE;LANDES;NON;;Musée Départemental de la Faïence et des Arts de la table;2378, Route d'Hagetmau;40320;SAMADET;www.museesamadet.landes.org;;9-12,14-17
AQUITAINE;LANDES;NON;;Musée Municipal du Lac;112, Place de la Mairie;40460;SANGUINET;www.ville-sanguinet.fr;01/01,01/04,25/12;
AQUITAINE;LOT ET GARONNE;NON;;Musée des Beaux-Arts;Place du Dr Pierre Esquirol;47916;AGEN Cedex 9;www.agen.fr/musee;;sept-18
AQUITAINE;LOT ET GARONNE;NON;;Musée Municipal Albert Marzelles;15, Rue Abel Boyé;47200;MARMANDE;Site des musées aquitains et site de la ville;;sept-18
AQUITAINE;LOT ET GARONNE;NON;;Musée du Liège et du Bouchon;Rue du Puits Saint Côme;47170;MEZIN;www.cg47.fr;;13-18
AQUITAINE;LOT ET GARONNE;NON;;Musée du Château Henri IV;Rue Henri IV;47600;NERAC;Site des musées aquitains ou www.nerac.fr;;10-12:30,13:30-18
AQUITAINE;LOT ET GARONNE;NON;;Musée de Préhistoire Mésolithique Laurent Coulonges;Le Bourg;47500;SAUVETERRE-LA-LEMANCE;www.sauveterre-prehistoire.fr ou Site des musées aquitains;24/12,25/12,11/11;10-12:30,13:30-18
AQUITAINE;LOT ET GARONNE;NON;;Musée Municipal (Moulin de Gajac);2, Rue du Jardins;47300;VILLENEUVE-SUR-LOT;Site de la ville;01/01,01/04,25/12;9-12,14-17
AQUITAINE;PYRÉNÉES ATLANTIQUES;NON;;Musée Municipal;Rue de l'Eglise;64260;ARUDY;www.museearudy.com ou www.ot-arudy.fr;;sept-18
AQUITAINE;PYRÉNÉES ATLANTIQUES;OUI;;Musée Bonnat-Helleu - Musée des Beaux-Arts de Bayonne;5, Rue Jacques-Laffitte;64100;BAYONNE;www.museebonnat.bayonne.fr;01/11-01/04;9-12,14-17
AQUITAINE;PYRÉNÉES ATLANTIQUES;NON;;Muséum d'Histoire Naturelle;Mairie de Bayonne Plaine d'Ansot;64100;BAYONNE;www.museum.bayonne.fr ou www.ansot.bayonne.fr;;10-12,14-18
AQUITAINE;PYRÉNÉES ATLANTIQUES;NON;;Musée Basque et de l'Histoire de Bayonne;37, Quai des Corsaires;64100;BAYONNE;www.musee-basque.com;;9-12,14-17
AQUITAINE;PYRÉNÉES ATLANTIQUES;NON;;Musée Edmond Rostand;Villa Arnaga Route du Docteur Camino;64250;CAMBO-LES-BAINS;www.arnaga.com;;
AQUITAINE;PYRÉNÉES ATLANTIQUES;NON;;Musée Municipal de Guéthary;Parc municipal André Narbaits  117, Avenue du Général de Gaulle;64210;GUETHARY;http://www.musee-de-guethary.fr/ OU Site des musées aquitains;;9-12,14-17
AQUITAINE;PYRÉNÉES ATLANTIQUES;NON;;Musée Bernadotte;8, Rue Tran;64000;PAU;site de la ville;01/11-01/04;13-18
AQUITAINE;PYRÉNÉES ATLANTIQUES;NON;;Musée Municipal des Beaux-Arts;Rue Mathieu Lalanne;64000;PAU;http://musee.ville-pau.fr;;
AQUITAINE;PYRÉNÉES ATLANTIQUES;OUI;;Musée Béarnais;Association Régionaliste de Pyrénées 7 avenue Henri Faisans;64000;PAU;;24/12,25/12;
AQUITAINE;PYRÉNÉES ATLANTIQUES;NON;;Musée National du Château;;64000;PAU;www.musee-chateau-pau.fr;24/12,25/12;
AUVERGNE;ALLIER;NON;;Musée Charles-Louis Philippe;5, Rue Charles-Louis Philippe;3350;CERILLY;http://site.voila.fr/Bourbonnais/charles/index.htm;24/12,25/12;13-18
AUVERGNE;ALLIER;NON;;Musée Municipal de Gannat;Place Rantian;3800;GANNAT;http://www.bassin-gannat.com/;01/01,01/04,25/12;13-18
AUVERGNE;ALLIER;OUI;;Musée Rural de la Sologne Bourbonnaise;Michel LABONNE Secrétaire des Amis du Muséee 149, Route de Bourgogne;3400;IZEURE;;24/12,25/12;10-12:30,13:30-18
AUVERGNE;ALLIER;NON;;Musée des Musiques Populaires;BP 3249 (Château des Ducs de Bourbons);3106;MONTLUCON Cedex;www.musees-montlucon.com;24/12,25/12,11/11;13-18
AUVERGNE;ALLIER;NON;;Centre National du Costume de Scène et de la Scénographie;Quartier Villars Route de montilly;3000;MOULINS;www.cncs.fr;24/12,25/12,11/11;10-12,14-18
AUVERGNE;ALLIER;NON;;Musée Anne de Beaujeu;1, Avenue Victor Hugo B.P. 1669;3016;MOULINS Cedex;www.mab.allier.fr;24/12,25/12;10-12:30,13:30-18
AUVERGNE;ALLIER;NON;;Musée Rieckotter;Hôtel de Ville Boulevard des Arène - B.P. 10;3310;NERIS-LES-BAINS;site de la ville www.ville-neris-les-bains.fr;;
AUVERGNE;ALLIER;NON;;Musée Municipal de Souvigny;Place Aristide Briand;3210;SOUVIGNY;site de la ville www.ville-souvigny.com;11/11,01/12-01/04;13-18
AUVERGNE;ALLIER;NON;;Musée des Arts D'Afrique et D'Asie;11, Rue Mounin;3200;VICHY;www.musee-aaa.com;24/12,25/12;10-12:30,13:30-18
AUVERGNE;CANTAL;NON;;Musée des Sciences;Château Saint Etienne;15000;AURILLAC;www.aurillac.fr;01/01,01/04,25/12;10-12:30,13:30-18
AUVERGNE;CANTAL;NON;;Musée d'Art et d'Archéologie;Centre Culturel Pierre Mendès France 37, rue des Carmes;15012;AURILLAC Cedex;www.ville-aurillac.fr;;
AUVERGNE;CANTAL;NON;;Ecomusée de Margeride-Haute-Auvergne;La Tour Jardin de Saint-Martin;15320;RUYNES-EN-MARGERIDE;http://www.saint-flour.fr/culture/musees/ecomusee-margeride.php;;
AUVERGNE;CANTAL;NON;;Musée de la Haute Auvergne;Palais épiscopal 1, Place d'Armes;15100;SAINT-FLOUR;www.auvergne-centrefrance.com/geotouring/musees/detail/mus154.htm;01/11-01/04;13-18
AUVERGNE;CANTAL;NON;;Musée d'art et d'histoire Alfred Douët;Maison consulaire 17, Place d'Armes;15100;SAINT-FLOUR;www.musee-douet.com;24/12,25/12,11/11;
AUVERGNE;HAUTE-LOIRE;NON;;Musée de Paléontologie;Place de l'église;43380;CHILHAC;http://www.museechilhac.fr;24/12,25/12;10-12:30,13:30-18
AUVERGNE;HAUTE-LOIRE;NON;;Musée des Arts et Traditions Populaires de Haute Loire;;43100;LAVAUDIEU;Site des amis de Lavaudieu - www.abbayedelavaudieu.fr;24/12,25/12,11/11;9-12,14-17
AUVERGNE;HAUTE-LOIRE;OUI;;Musée Crozatier;Jardin Henri Vinay;43000;LE PUY-EN-VELAY;www.mairie-le-puy-en-velay.fr;;10-12,14-18
AUVERGNE;HAUTE-LOIRE;NON;;Musée des Manufactures de Dentelles;14, avenue de la Gare;43130;RETOURNAC;www.ville-retournac.fr/musee/francais/indexfr.htm;11/11,01/12-01/04;
AUVERGNE;HAUTE-LOIRE;NON;;Musée de la Ferblanterie;;43300;SAINT ARCONS D'ALLIER;;24/12,25/12;13-18
AUVERGNE;PUY DE DÔME;NON;;Musée de la Dentelle;53, Route Nationale;63220;ARLANC;www.arlanc.com/musee_dentelle.htm;24/12,25/12;13-18
AUVERGNE;PUY DE DÔME;NON;;Musée d'Art Roger-Quillot;Quartier historique de Montferrand Place Louis Deteix;63100;CLERMONT-FERRAND;http://museedart.clermont-ferrand.fr;24/12,25/12;10-12,14-18
AUVERGNE;PUY DE DÔME;NON;;Musée d'Archéologie Bargoin;45, rue Ballainvilliers;63000;CLERMONT-FERRAND;www.clermont-ferrand.fr/-Musee-Bargoin-.html;;sept-18
AUVERGNE;PUY DE DÔME;NON;;Muséum d'Histoire Naturelle Henri-Lecoq;15, rue Bardoux;63000;CLERMONT-FERRAND;www.museelecoq.clermont-ferrand.fr ou www.clermont-ferrand.fr/-Museum-Henri-Lecoq-.html;01/11-01/04;9-12,14-17
AUVERGNE;PUY DE DÔME;NON;;Musée Départemental de la Céramique Gallo-Romaine;39, Rue de la République B.P. 30;63190;LEZOUX;"www.puydedome.fr rubrique ""découvrir le Puy-de-Dôme""";;sept-18
AUVERGNE;PUY DE DÔME;NON;;Musée des Pénitents Blancs;Place de l'Eglise;63940;MARSAC-EN-LIVRADOIS;www.livradois.com/marsac/penitent/index.htm;24/12,25/12,11/11;10-12,14-18
AUVERGNE;PUY DE DÔME;NON;;Musée Paléontologique;Le Bourg;63560;MENAT;;;sept-18
AUVERGNE;PUY DE DÔME;NON;;Musée Lapidaire;Place de l'Abbaye;63200;MOZAC;www.riom-communaute.fr;;sept-18
AUVERGNE;PUY DE DÔME;NON;;Musée Municipal;Parc du Prélong;63790;MUROL;www.musee-murol.net/Musee.htm;;
AUVERGNE;PUY DE DÔME;NON;;Musée Francisque Mandet;14, Rue de l'Hôtel de Ville;63200;RIOM;www.riom-communaute.fr;01/01,01/04,25/12;
AUVERGNE;PUY DE DÔME;NON;;Musée Régional d'Auvergne;10 bis, Rue Delile;63200;RIOM;www.riom-communaute.fr;01/01,01/04,25/12;9-12,14-17
AUVERGNE;PUY DE DÔME;NON;;Musée Municipal de la Coutellerie;58, Rue de la Coutellerie;63300;THIERS;www.ville-thiers.fr/Musee-de-la-Coutellerie;;13-18
AUVERGNE;PUY DE DÔME;OUI;;Musée Municipal Marcel Sahut;2, rue des Ecoles;63530;VOLVIC;www.volvic-tourisme.com/HTML/sites/site_musee.htm;01/01,01/04,25/12;13-18
BOURGOGNE;CÔTE D’OR;OUI;;Muséoparc - Alésia;1, Route des Trois Ormeaux;21150;ALISE-SAINTE-REINE;www.alesia.com;;sept-18
BOURGOGNE;CÔTE D’OR;OUI;;Musée Bonaparte;Bibliothèque Municipale Passage Xavier Girault;21130;AUXONNE;Site des musées de la région ou site de la ville;;
BOURGOGNE;CÔTE D’OR;OUI;;Musée E.J Marey;Hôtel de Ville;21200;BEAUNE;www.musees-bourgogne.org;;10-12,14-18
BOURGOGNE;CÔTE D’OR;NON;;Musée du Vin de Bourgogne;Hôtel des Ducs Rue d'Enfer;21200;BEAUNE;www.musees-bourgogne.org ou www.beaune.fr;;10-12,14-18
BOURGOGNE;CÔTE D’OR;NON;;Musée des Beaux-Arts;Porte Marie de Bourgogne 6, boulevard Perpreuil;21200;BEAUNE;www.musees-bourgogne.org ou www.beaune.fr;;10-12:30,13:30-18
BOURGOGNE;CÔTE D’OR;OUI;;Musée de la Sidérurgie Grande Forge;La Grande Forge;21500;BUFFON;;24/12,25/12;10-12:30,13:30-18
BOURGOGNE;CÔTE D’OR;NON;;Musée du Châtillonnais - Trésor de Vix;14, Rue de la Libération;21400;CHATILLON-SUR-SEINE;www.musee-vix.fr;01/01,01/04,25/12;10-12,14-18
BOURGOGNE;CÔTE D’OR;NON;;Musée de la Vie Bourguignonne, Perrin de Puycousin;Monastère des Bernardines 15-17, rue Sainte-Anne;21000;DIJON;www.musees-bourgogne.org;;
BOURGOGNE;CÔTE D’OR;NON;;Musée d'Art Sacré;Monastère des Bernardines 15-17, rue Sainte-Anne;21000;DIJON;Site des musées de Bourgogne;;9-12,14-17
BOURGOGNE;CÔTE D’OR;NON;;Musée Magnin;4, rue des Bons Enfants;21000;DIJON;www.musee-magnin.fr;01/01,01/04,25/12;sept-18
BOURGOGNE;CÔTE D’OR;NON;;Musée François Rude;8, Rue Vaillant;21000;DIJON;;11/11,01/12-01/04;10-12,14-18
BOURGOGNE;CÔTE D’OR;NON;;Muséum - Jardin des Sciences;Parc de l'Arquebuse 14, Rue Jehan de Marville;21000;DIJON;www.dijon.fr;;sept-18
BOURGOGNE;CÔTE D’OR;NON;;Musée des Beaux-Arts;Palais des Ducs et des Etats de Bourgogne B.P. 1510;21033;DIJON Cedex;http://mba.dijon.fr ou www.ville-dijon.fr;;13-18
BOURGOGNE;CÔTE D’OR;NON;;Musée Archéologique;5, Rue du Docteur Maret B.P. 1510;21033;DIJON Cedex;Site des musées de Bourgogne - www.musees-bourgogne.org;24/12,25/12;
BOURGOGNE;CÔTE D’OR;NON;;Musée Noisot;Clos Napoléon;21220;FIXIN;Site des musée de Bourgogne;;10-12:30,13:30-18
BOURGOGNE;CÔTE D’OR;OUI;;Musée des Arts et Traditions des Hautes-Côtes;1 PLACE DE LA FONTAINE;21220;GEVREY-CHAMBERTIN - Reulle Vergy;;;sept-18
BOURGOGNE;CÔTE D’OR;NON;;Musée des Beaux-Arts;Chapelle des Ursulines Rue Piron;21500;MONTBARD;http://www.montbard.com/;24/12,25/12,11/11;sept-18
BOURGOGNE;CÔTE D’OR;NON;;Musée Buffon;Anciennes Ecuries de Buffon B.P. 90;21506;MONTBARD cedex;http://www.montbard.com/ ou Site des musées de Bourgogne;24/12,25/12;10-12,14-18
BOURGOGNE;CÔTE D’OR;NON;;Musée Municipal;12, Rue Camille Rodier;21700;NUITS-SAINT-GEORGES;Site des musées de Bourgogne;;13-18
BOURGOGNE;CÔTE D’OR;NON;;Musée Municipal François Pompon;3, Place du Docteur Roclore;21210;SAULIEU;Site des musées de Bourgogne ou www.saulieu.fr;;sept-18
BOURGOGNE;CÔTE D’OR;NON;;Musée Municipal;3, Rue Jean-Jacques Collenot;21140;SEMUR-EN-AUXOIS;Site des musées de Bourgogne;24/12,25/12;10-12:30,13:30-18
BOURGOGNE;NIÈVRE;NON;;Musée du Costume;16-18, rue Saint Christophe;58120;CHATEAU-CHINON;www.cg58.fr/patrimoi/costu.htm;24/12,25/12,11/11;sept-18
BOURGOGNE;NIÈVRE;NON;;Musée du Septennat;6, rue du Château;58120;CHATEAU-CHINON;www.cg58.fr;;
BOURGOGNE;NIÈVRE;NON;;Musée d'Art et d'Histoire Romain Rolland;Avenue de la République;58500;CLAMECY;www.musees-bourgogne.org;;13-18
BOURGOGNE;NIÈVRE;NON;;Musée de la Loire de Cosne sur Loire;Place de la Résistance;58200;COSNE-SUR-LOIRE;www.mairie-cosnessurloire.fr/Services/MUSEEE/ACCUEIL.htm;;
BOURGOGNE;NIÈVRE;OUI;;Musée Municipal;33, Rue des Chapelains;58400;LA CHARITE-SUR-LOIRE;Site de l'OTSI ou des musées de Bourgogne;;9-12,14-17
BOURGOGNE;NIÈVRE;NON;;Musée de la Mine;1, Avenue de la République;58260;LA MACHINE;www.tourisme.cc-loire-foret.fr ou www.cg58.fr et Site des musées de Bourgogne;;
BOURGOGNE;NIÈVRE;OUI;;Musée de la Faïence Frédéric Blandin;16, rue Saint-Genest;58000;NEVERS;Site;01/01,01/04,25/12;10-12,14-18
BOURGOGNE;NIÈVRE;OUI;;Musée Archéologique du Nivernais (Porte du Croux);Société Nivernaise des Lettres et Sciences et Arts Rue de la Porte du Croux;58000;NEVERS;Conseil général;;sept-18
BOURGOGNE;NIÈVRE;OUI;;Musée Ernest Guédon;17, quai Jules-Pabiot;58150;POUILLY-SUR-LOIRE;;24/12,25/12;9-12,14-17
BOURGOGNE;NIÈVRE;NON;;Musée du Grès de Puisaye;Château de Saint-Amand;58310;SAINT-AMAND-EN-PUISAYE;www.cg58.fr - Site musées de Bourgogne;01/01,01/04,25/12;10-12,14-18
BOURGOGNE;NIÈVRE;NON;;Musée Auguste Grasset;Place de la Mairie;58210;VARZY;www.cg58.fr ou www.musees-bourgogne.org;;
BOURGOGNE;SAONE ET LOIRE;NON;;Museum d'Histoire Naturelle Jacques de La Comble;14, Rue Saint-Antoine;71400;AUTUN;www.autun.com/tourisme/museum.php;;sept-18
BOURGOGNE;SAONE ET LOIRE;OUI;;Musée Verger Tarin;Rue des Sous-Chantres;71400;AUTUN;;24/12,25/12,11/11;
BOURGOGNE;SAONE ET LOIRE;NON;;Musée Rolin;5, rue des Bancs;71400;AUTUN;www.autun.com ou Site des musées de Bourgogne;24/12,25/12;sept-18
BOURGOGNE;SAONE ET LOIRE;OUI;;Musée Lapidaire Saint-Nicolas;Rue Saint Nicolas;71400;AUTUN;;;13-18
BOURGOGNE;SAONE ET LOIRE;NON;;Musée de la Mine;34, rue du Bois Clair;71450;BLANZY;www.ecomusee-creusot-montceau.fr Site des musées de Bourgogne et de l'écomusée;01/11-01/04;
BOURGOGNE;SAONE ET LOIRE;NON;;Musée Saint-Nazaire;Rue St Nazaire;71140;BOURBON-LANCY;Site des musées de Bourgogne ou www.bourbon-lancy.com/musees_fr_02_07_02.html;;
BOURGOGNE;SAONE ET LOIRE;NON;;Musée Nicéphore Niepce;28, Quai des Messageries;71100;CHALON-SUR-SAONE;www.museeniepce.com;;9-12,14-17
BOURGOGNE;SAONE ET LOIRE;NON;;Musée Denon;Place de l'hotel de ville;71100;CHALON-SUR-SAONE;site des musées de Bourgogne;;sept-18
BOURGOGNE;SAONE ET LOIRE;NON;;Musée du Prieuré de Charolles;Rue du Prieuré;71120;CHAROLLES;Site des musées de Bourgogne ou site de la ville - http://www.ville-charolles.fr/musee-du-prieure;;13-18
BOURGOGNE;SAONE ET LOIRE;OUI;;Musée René Davoine;32, rue René Davoine;71120;CHAROLLES;www.institut-charolais.com (site de l'office du tourisme);24/12,25/12;sept-18
BOURGOGNE;SAONE ET LOIRE;NON;;Musée d'Art et d'Archéologie;Palais Jean de Bourbon Parc abbatial;71250;CLUNY;Site des musées de Bourgogne;11/11,01/12-01/04;
BOURGOGNE;SAONE ET LOIRE;NON;;Musée de l'Homme et de l'Industrie - Ecomusée de la Communauté Le Creusot-Monceau-Les-Mines;Château de la Verrerie B.P. 53;71202;LE CREUSOT Cedex;www.ecomusee-creusot-montceau.fr;01/11-01/04;10-12:30,13:30-18
BOURGOGNE;SAONE ET LOIRE;NON;;"L'Atelier d'un Journal"" de Louhans - Musée Municipal";29, Rue des Dodânes;71500;LOUHANS;www.ecomusee-de-la-bresse.com ou site des musées de Bourgogne;01/11-01/04;13-18
BOURGOGNE;SAONE ET LOIRE;NON;;Musée des Ursulines;5, rue des Ursulines;71000;MACON;http://www.macon.fr/Culture-sports-et-loisirs/Les-Musees-de-Macon;01/11-01/04;9-12,14-17
BOURGOGNE;SAONE ET LOIRE;NON;;Musée Lamartine;41, Rue Sigorgne;71000;MACON;http://www.macon.fr/Culture-sports-et-loisirs/Les-Musees-de-Macon;;13-18
BOURGOGNE;SAONE ET LOIRE;NON;;Musée de la Tour du Moulin;7-9, rue de la Tour;71110;MARCIGNY;www.marcigny.fr/musee-de-la-tour-du-moulin - http://tourdumoulin.blogspot.com;;9-12,14-17
BOURGOGNE;SAONE ET LOIRE;NON;;Musée Eucharistique du Hiéron;13, Rue de la Paix;71600;PARAY-LE-MONIAL;www.musee-hieron.fr;;13-18
BOURGOGNE;SAONE ET LOIRE;OUI;;Musée Municipal;Avenue Jean-Paul II;71600;PARAY-LE-MONIAL;;;sept-18
BOURGOGNE;SAONE ET LOIRE;NON;;Ecomusée de la Bresse Bourguignonne;Château départemental;71270;PIERRE-DE-BRESSE;www.ecomusee-de-la-bresse.com;;sept-18
BOURGOGNE;SAONE ET LOIRE;NON;;Musée Départemental du Compagnonnage;Le Bourg;71570;ROMANECHE-THORINS;http://www.cg71.fr/musee_compagnonnage/ ou http://musee-compagnonnage.cg71.fr;24/12,25/12;
BOURGOGNE;SAONE ET LOIRE;NON;;Musée du Terroir;Le Champ Bressan;71470;ROMENAY;;01/01,01/04,25/12;13-18
BOURGOGNE;SAONE ET LOIRE;NON;;Musée Départemental de Préhistoire de Solutré;;71960;SOLUTRE-POUILLY;www.musees-bourgogne.org;;9-12,14-17
BOURGOGNE;SAONE ET LOIRE;OUI;;Musée Bourguignon -  Perrin de Puycousin;8, Place de l'Abbaye;71700;TOURNUS;Site des musées de Bourgogne;11/11,01/12-01/04;sept-18
BOURGOGNE;SAONE ET LOIRE;NON;;Hôtel Dieu - Musée Greuze;21, rue de l'hôpital;71700;TOURNUS;Site des musées de Bourgogne;;10-12:30,13:30-18
BOURGOGNE;SAONE ET LOIRE;NON;;Maison du Blé et du Pain;2, Rue de l'Egalité;71350;VERDUN-SUR-LE-DOUBS;www.verdunsurledoubs.fr rubrique culture ou www.ecomusee-de-la-bresse.com;;
BOURGOGNE;YONNE;NON;;Musée Leblanc-Duvernois;9 bis, Rue d'Egleny;89000;AUXERRE;Site des musées de Bourgogne;24/12,25/12,11/11;sept-18
BOURGOGNE;YONNE;NON;;Musée d'Art et d'Histoire;Abbaye St-Germain 2 bis, Place Saint-Germain;89000;AUXERRE;Site des musées de Bourgogne;;13-18
BOURGOGNE;YONNE;NON;;Muséum - Maison de l'Eau;5, Boulevard Vauban;89000;AUXERRE;Site des musées de Bourgogne;24/12,25/12,11/11;10-12,14-18
BOURGOGNE;YONNE;NON;;Musée de l'Avallonnais;5, Rue du Collège B.P. 67;89206;AVALLON Cedex;www.museeavallonnais.fr- site des musées de Bourgogne - site ville;;13-18
BOURGOGNE;YONNE;NON;;Musée des Arts Naïfs et Populaires de Noyers sur Serein;25, Rue de l'Eglise;89310;NOYERS-SUR-SEREIN;Site des musées de Bourgogne ou www.noyers-sur-serein.com/artnaif.htm;;sept-18
BOURGOGNE;YONNE;NON;;Musée de l'Aventure du Son;Place de l'hôtel de ville;89170;SAINT-FARGEAU;www.aventureduson.fr;;13-18
BOURGOGNE;YONNE;NON;;Musée Colette;Château;89520;SAINT-SAUVEUR-EN-PUISAYE;www.centre-colette.com - http://www.yonne-89.net/MuseeColette.htm;;
BOURGOGNE;YONNE;NON;;Musée Muncipal;Place de la Cathédrale;89100;SENS;Site des musées de Bourgogne;01/01,01/04,25/12;10-12,14-18
BOURGOGNE;YONNE;OUI;;Musée Municipal de Tonnerre;22, Rue Rougemont;89700;TONNERRE;;01/11-01/04;13-18
BOURGOGNE;YONNE;NON;;Musée Zervos;Rue Saint-Etienne Maison Romain-Rolland;89450;VEZELAY;www.musee-zervos.fr;24/12,25/12,11/11;10-12:30,13:30-18
BOURGOGNE;YONNE;NON;;Musée Villeneuvien;Porte de Joigny et 2, Rue Carnot;89500;VILLENEUVE-SUR-YONNE;Site de la ville;24/12,25/12,11/11;
BOURGOGNE;YONNE;NON;;Musée d'Art et d'Histoire du Puisaye;Rue Paul-Huillard;89130;VILLIERS-SAINT-BENOIT;;01/11-01/04;sept-18
BRETAGNE;COTES D'ARMOR;NON;;Musée du Château de Dinan;Rue du Château;22100;DINAN;www.mairie-dinan.com;01/01,01/04,25/12;
BRETAGNE;COTES D'ARMOR;NON;;Musée Mathurin Meheut;Place du Martray B.P. 70418;22404;LAMBALLE Cedex;www.musee-meheut.fr;24/12,25/12;9-12,14-17
BRETAGNE;COTES D'ARMOR;NON;;Musée d'Art et d'Histoire;Cour Francis Renaud Rue des Lycéens Martyrs;22000;SAINT-BRIEUC;www.mairie-saint-brieuc.fr;;9-12,14-17
BRETAGNE;FINISTERE;NON;;Musée des Beaux-Arts de Brest;24, Rue Traverse;29200;BREST;www.musee-brest.com;;
