NOMREG;NOMDEP;VILLE;NOM DU MUSEE;ADR;CP;ANNREOUV;FERME;SITWEB;FERMETURE ANNUELLE;PERIODE OUVERTURE;;;;;;;;;;
cx;wx;qs;za;re;ds;df;NON;ds;ez;ds
ILE-DE-FRANCE;SEINE ET MARNE;MELUN;Musee de la Gendarmerie;Ecole des Officiers de la Gendarmerie Nationale 8, rue Emile Leclerc;77017;2016OUI;OUI;www.servicehistorique.sga.defense.gouv.fr;24/12,25/12,11/11;
ILE-DE-FRANCE;SEINE ET MARNE;MELUN Cedex;Musee de Melun;5, Rue du Franc Murier;77008;;NON;Site de la ville : www.ville-melun.fr;11/11,01/12-01/04;
ILE-DE-FRANCE;SEINE ET MARNE;MORET-SUR-LOING;Musee Municipal;Place de Samois;77250;;NON;http://www.ville-moret-sur-loing.fr;24/12,25/12;
ILE-DE-FRANCE;SEINE ET MARNE;NEMOURS;Musee Departemental de Prehistoire d'Ile de France;48, Avenue Etienne Dailly;77140;;NON;www.musee-prehistoire-idf.fr;;
ILE-DE-FRANCE;SEINE ET MARNE;NEMOURS;Château-musee de Nemours;Rue Gautier 1er;77140;;NON;Site de la ville - www.ville-nemours.fr;;
ILE-DE-FRANCE;SEINE ET MARNE;PROVINS;Musee de Provins et du Provinois;7, rue du Palais;77160;;NON;Site de la ville : www.mairie-provins.fr;;
ILE-DE-FRANCE;SEINE ET MARNE;SAINT-CYR-SUR-MORIN;Musee des Pays de Seine-et-Marne;17, Avenue de la Ferte-Sous-Jouarre;77750;;NON;"Site du conseil general - www.seine-et-marne.fr - rubrique ""loisirs""";01/11-01/04;
ILE-DE-FRANCE;SEINE ET MARNE;SAVIGNY-LE-TEMPLE;Ecomusee;Ferme de CouleOUIn Place Georges Henri Riviere;77176;;NON;Site de la ville www.savigny-le-temple.fr;01/11-01/04;
ILE-DE-FRANCE;SEINE ET MARNE;VULAINES-SUR-SEINE;Musee departemental Stephane Mallarme;Pont de Valvins 4, Promenade Stephane Mallarme;77870;;NON;"www.weine-et-marne.fr (rubrique ""loisirs/musees departementaux)";01/01,01/04,25/12;
ILE-DE-FRANCE;SEINE SAINT-DENIS;LE BOURGET Cedex;Musee de l'Air et de l'Espace;Aeroport de Paris - Le Bourget BP 173;93352;;NON;www.museeairespace.fr;01/01,01/04,25/12;
ILE-DE-FRANCE;SEINE SAINT-DENIS;LIVRY-GARGAN;Musee Municipal;Avenue du Consul General Nordling;93190;;NON;www.mairie-livrygargan.fr/rubrique culture loisirs;;
ILE-DE-FRANCE;SEINE SAINT-DENIS;MONTREUIL-SOUS-BOIS;Musee de l'Histoire Vivante;31, Boulevard Theophile Sueur;93100;;NON;www.museehistoirevivante.com;;
ILE-DE-FRANCE;SEINE SAINT-DENIS;SAINT-DENIS;Musee d'Art et d'Histoire;22 bis, rue Gabriel Peri;93200;;NON;www.musee-saint-denis.fr;;
ILE-DE-FRANCE;SEINE SAINT-DENIS;SAINT-OUEN;Musee Municipal;12, Rue Albert Dhalenne;93400;;OUI;;01/11-01/04;
ILE-DE-FRANCE;VAL D'OISE;ARGENTEUIL;Musee du Vieil Argenteuil;5, rue Pierre-Guienne;95100;;OUI;Site de la ville - www.argenteuil.fr/article.php3?id_article=529;24/12,25/12;
ILE-DE-FRANCE;VAL D'OISE;ECOUEN;Musee de la Renaissance - Château d'Ecouen;Château;95440;;NON;www.musee-renaissance.fr ou www.musee-château-ecouen.fr;11/11,01/12-01/04;
ILE-DE-FRANCE;VAL D'OISE;GUIRY-EN-VEXIN;Musee Archeologique du Val d'Oise;Place du Château;95450;;NON;www.valdoise.fr/content/content15651.html;;
ILE-DE-FRANCE;VAL D'OISE;L'ISLE-ADAM;Musee d'Art et d'Histoire Louis Senlecq;46, Grande Rue;95290;;OUI;http://musee.ville-isle-adam.fr/index.html;24/12,25/12;
ILE-DE-FRANCE;VAL D'OISE;LOUVRES;ARCHEA - Musee Intercommunal d'Histoire et d'Archeologie;56, Rue de Paris;95380;;NON;www.archea-roissyportedefrance.fr;;
ILE-DE-FRANCE;VAL D'OISE;MONTMORENCY;Musee jean-Jacques Rousseau;5, Rue Jean-Jacques Rousseau;95160;;NON;/www.ville-montmorency.fr;24/12,25/12,11/11;
ILE-DE-FRANCE;VAL D'OISE;PONTOISE;Musee Tavet Delacour;4, Rue Lemercier;95300;;NON;Site de la ville - www.ville-Pontoise.fr;11/11,01/12-01/04;
ILE-DE-FRANCE;VAL D'OISE;PONTOISE;Musee Camille Pissarro;17, Rue du Château;95300;;NON;www.ville-pontoise.fr;01/01,01/04,25/12;
ILE-DE-FRANCE;VAL DE MARNE;BRY-SUR-MARNE;Musee Adrien Mentienne;1, Grande Rue Charles de Gaulle;94360;;OUI;http://www.bry94.fr/bry/71.htm;11/11,01/12-01/04;
ILE-DE-FRANCE;VAL DE MARNE;CHAMPIGNY-SUR-MARNE Cedex;Musee de la Resistance Nationale;Parc Vercors 88, Avenue Marx Dormoy - B.P. 135 B.P. 135;94501;;NON;www.musee-resistance.com;01/11-01/04;
ILE-DE-FRANCE;VAL DE MARNE;FRESNES;Ecomusee du Val de Bievre;Ferme de Cottinville 41, rue Maurice Tenine;94260;;NON;www.ecomusee-valdebievre.fr;24/12,25/12,11/11;
ILE-DE-FRANCE;VAL DE MARNE;LA VARENNE-SAINT-HILAIRE;Musee de Saint-Maur - Villa Medicis;5, Rue Saint-Hilaire;94210;;NON;www.saint-maur.com/musee/musee.htm;;
ILE-DE-FRANCE;VAL DE MARNE;MAISONS-ALFORT Cedex;Musee Fragonard;Ecole Nationale Veterinaire d'Alfort 7, Avenue du Gal de Gaulle;94704;;NON;http://musee.vet-alfort.fr/;01/11-01/04;
ILE-DE-FRANCE;VAL DE MARNE;NOGENT-SUR-MARNE;Musee de Nogent-Sur-Marne;36, Boulevard Gallieni;94130;;NON;www.musee-nogentsurmarne.fr;;
ILE-DE-FRANCE;VAL DE MARNE;VILLIERS-SUR-MARNE;Musee Emile Jean;31, rue Louis-Lenoir;94350;;NON;www.mairie-villiers94.com/francais/vie_quoti/vie_quot_culture7.php;;
ILE-DE-FRANCE;VAL DE MARNE;VITRY SUR SEINE Cedex;Musee d'Art Contemporain du Val-de-Marne;Place de la Liberation B.P. 147;94404;;NON;www.macval.fr;11/11,01/12-01/04;
ILE-DE-FRANCE;YVELINES;CONFLANS-SAINTE-HONORINE;Musee de la Batellerie;Château du Prieure 3, Place Gevelot;78700;;NON;www.mairie-conflans-sainte-honorine.fr;;
ILE-DE-FRANCE;YVELINES;JOUY-EN-JOSAS;Musee de la Toile de Jouy;Château de l'Eglantine 54, rue Charles de Gaulle;78350;;NON;www.museedelatoiledejouy.fr;01/11-01/04;
ILE-DE-FRANCE;YVELINES;LOUVECIENNES;Musee-Promenade de Marly-Le Roi /Louveciennes;La Grille Royale Parc de Marly;78430;;NON;www.musee-promenade.fr;;
ILE-DE-FRANCE;YVELINES;MAGNY-LES-HAMEAUX;Musee National de Port Royal des Champs;Route des Granges;78114;;NON;http://www.port-royal-des-champs.eu;;
ILE-DE-FRANCE;YVELINES;MANTES-LA-JOLIE;Musee de l'HOtel-Dieu;1, Rue Thiers;78200;;NON;http://musee.ville-mantes-la-jolie.com;;
ILE-DE-FRANCE;YVELINES;MAULE;Musee Victor Aubert;24, rue Quincampoix;78580;;NON;http://museeaubertmaule.free.fr;11/11,01/12-01/04;
ILE-DE-FRANCE;YVELINES;MEDAN;Musee Zola-Dreyfus;26, Rue Pasteur;78670;2016OUI;OUI;www.maisonzola-museedreyfus.com;;
ILE-DE-FRANCE;YVELINES;MONTFORT-L'AMAURY;Musee-Maison Maurice Ravel;5, Rue Maurice Ravel;78490;;NON;www.ville-montfort-l-amaury.fr;;
ILE-DE-FRANCE;YVELINES;POISSY;Musee du Jouet Pierre Pinel;1, Enclos de l'Abbaye;78300;;NON;site de la ville;01/01,01/04,25/12;
ILE-DE-FRANCE;YVELINES;POISSY;Musee d'Art et d'Histoire;12, Rue Saint-Louis;78300;;OUI;Site de la ville;01/11-01/04;
ILE-DE-FRANCE;YVELINES;RAMBOUILLET;Musee Rambolitrain;4, Place Jeanne d'Arc;78120;;NON;www.rambolitrain.fr;24/12,25/12,11/11;
ILE-DE-FRANCE;YVELINES;SAINT-GERMAIN-EN-LAYE;Musee Municipal - Collections Paul et Andre Vera;Espace Vera 2, Rue Henri IV;78100;;OUI;Site de la ville;24/12,25/12,11/11;
ILE-DE-FRANCE;YVELINES;SAINT-GERMAIN-EN-LAYE Cedex;Musee Departemental Maurice Denis;2 bis, Rue Maurice Denis B.P. 60222;78102;;NON;www.musee-mauricedenis.fr;24/12,25/12,11/11;
ILE-DE-FRANCE;YVELINES;SAINT-GERMAIN-EN-LAYE Cedex;Musee d'Archeologie Nationale (des origines a l'an mille) - Château de st-Germain-en-Laye;Château Place Charles de Gaulle;78105;;NON;www.musee-antiquitesnationales.fr -www.musee-archeologienationale.fr;24/12,25/12;
ILE-DE-FRANCE;YVELINES;SAINT-QUENTIN-YVELINES Cedex;Musee de la Ville;B.P. 46;78185;;NON;www.museedelaville.agglo-sqy.fr;;
ILE-DE-FRANCE;YVELINES;ST-REMY-LES-CHEVREUSE;Collections de la Fondation de Coubertin;Domaine de Coubertin;78470;;NON;www.coubertin.fr;;
ILE-DE-FRANCE;YVELINES;VERSAILLES;Musee Lambinet;54, Boulevard de la Reine;78000;;NON;www.musee-lambinet.com;24/12,25/12,11/11;
ILE-DE-FRANCE;YVELINES;VERSAILLES Cedex;Etablissement Public du Musee et du Domaine National de Versailles;R.P. 834;78008;;NON;www.chateauversailles.fr;24/12,25/12;
LANGUEDOC-ROUSSILLON;AUDE;BRAM;"Musee Municipal ""Eburomagus Musee Archeologique""";2, Avenue du Razes;11150;;NON;www.eburomagus.com;01/01,01/04,25/12;
LANGUEDOC-ROUSSILLON;AUDE;CARCASSONNE;Musee des Beaux-Arts;1, Rue de Verdun;11000;;NON;Site de la ville;;
LANGUEDOC-ROUSSILLON;AUDE;CASTELNAUDARY Cedex;Musee Archeologique du Lauragais;Rampe du Presidial B.P. 1100;11491;;NON;http://www.ville-castelnaudary.fr;;
LANGUEDOC-ROUSSILLON;AUDE;LASTOURS;Musee Municipal;Mairie;11600;;OUI;;01/01,01/04,25/12;
LANGUEDOC-ROUSSILLON;AUDE;LIMOUX Cedex;Musee Petiet;Promenade du Tivoli B.P. 88;11304;;NON;www.limoux.fr/fr/tourisme/musee_petiet.html;;
LANGUEDOC-ROUSSILLON;AUDE;NARBONNE cedex;Musee Archeologique;B.P. 823;11108;;NON;www.mairie-narbonne.fr;24/12,25/12,11/11;
LANGUEDOC-ROUSSILLON;AUDE;NARBONNE Cedex;Musee d'Art et d'Histoire;B.P. 823;11108;;NON;www.mairie-narbonne.ff;11/11,01/12-01/04;
LANGUEDOC-ROUSSILLON;AUDE;SALLELES D'AUDE;Musee Archeologique;Allee des Potiers;11590;;NON;http://culture.legrandnarbonne.com/421-amphoralis.html - www.amphoralis.com;;
LANGUEDOC-ROUSSILLON;AUDE;SIGEAN;Musee des Corbieres;Place de la Liberation;11130;;NON;www.sigean.fr - site de la ville;11/11,01/12-01/04;
LANGUEDOC-ROUSSILLON;GARD;ALES;Musee du Colombier;Rue Jean Mayodon;30100;;NON;site de la ville - www.ville-ales.fr;24/12,25/12,11/11;
LANGUEDOC-ROUSSILLON;GARD;ALES;Musee-Bibliotheque Pierre-Andre BenoIt;Rue de Brouzen POle culturel de Rochebelle;30100;;NON;site de la ville - www.ville-ales.fr;24/12,25/12;
LANGUEDOC-ROUSSILLON;GARD;BAGNOLS-SUR-CEZE;Musee Albert Andre;HOtel de ville place Mallet;30200;;NON;Site dela ville ou Site du conseil general;;
LANGUEDOC-ROUSSILLON;GARD;BAGNOLS-SUR-CEZE;Musee Leon Alegre;24, avenue Paul Langevin;30200;;NON;Site de la ville ou site du conseil general;01/01,01/04,25/12;
LANGUEDOC-ROUSSILLON;GARD;BEAUCAIRE;Musee Municipal de la Vignasse;Mairie Rue de l'HOtel de ville;30300;;NON;www.beaucaire.fr/spip.php?article65;;
LANGUEDOC-ROUSSILLON;GARD;LE VIGAN;Musee Cevenol;1, Rue des Calquieres;30120;;NON;www.museecevenol.com;;
LANGUEDOC-ROUSSILLON;GARD;NIMES;Musee Archeologique;13, Boulevard Amiral Courbet;30000;;NON;www.nimes.fr/index.php?id=280;;
LANGUEDOC-ROUSSILLON;GARD;NIMES;Musee du Vieux NImes;Place aux Herbes;30000;;NON;www.nimes.fr/index.php?id=283;;
LANGUEDOC-ROUSSILLON;GARD;NIMES;Musee des Cultures Taurines;6, Rue Alexandre Ducros;30000;;NON;http://www.nimes.fr/index.php?id=282;24/12,25/12;
LANGUEDOC-ROUSSILLON;GARD;NIMES Cedex 1;Carre d'Art Musee d'Art Contemporain de NImes;Place de la Maison Carree;30031;;NON;www.carreartmusee.nimes.fr;24/12,25/12,11/11;
LANGUEDOC-ROUSSILLON;GARD;NIMES Cedex 9;Musee d'Histoire Naturelle et de Prehistoire;13 Bis, Bd Amiral Courbet;30033;;NON;site de la ville - www.nimes.fr;;
LANGUEDOC-ROUSSILLON;GARD;NIMES Cedex 9;Musee des Beaux-Arts;Rue Cite Foulc;30033;;NON;www.nimes.fr;11/11,01/12-01/04;
LANGUEDOC-ROUSSILLON;GARD;PONT-SAINT-ESPRIT;Musee Paul Raymond;Place de l'Ancienne Mairie;30130;;NON;;;
LANGUEDOC-ROUSSILLON;GARD;PONT-SAINT-ESPRIT;Musee Departemental d'Art Sacre;Maison des Chevaliers 2, Rue Saint-Jacques;30130;;NON;Site du conseil general;24/12,25/12,11/11;
LANGUEDOC-ROUSSILLON;GARD;SAINT-GILLES-DU-GARD;Musee de la Maison Romane;Place de la Maison Romane B.P. 77;30800;;NON;Site de la ville - www.ville-saint-gilles.fr;01/11-01/04;
LANGUEDOC-ROUSSILLON;GARD;SAINT-JEAN DU GARD;Musee des Vallees Cevenoles;B.P. 08;30270;;NON;www.museedescevennes.com;;
LANGUEDOC-ROUSSILLON;GARD;UZES cedex;Musee Municipal Georges Borias;Ancien Evêche BP 103;30701;;NON;http://uzesmusee.blogspot.fr/ ou http://www.uzes-tourisme.com/sitefr/musees/borias.htm;01/01,01/04,25/12;
LANGUEDOC-ROUSSILLON;GARD;VILLENEUVE-LES-AVIGNON;Musee Pierre de Luxembourg;3, Rue de la Republique;30400;;NON;Site du conseil general;;
LANGUEDOC-ROUSSILLON;HERAULT;AGDE;Musee Agathois;5 rue de la Fraternite;34300;;NON;;24/12,25/12;
LANGUEDOC-ROUSSILLON;HERAULT;BEZIERS;Musee du Biterrois;Rampe du 96eme caserne Saint Jacques;34500;;NON;Site de la ville;;
LANGUEDOC-ROUSSILLON;HERAULT;BEZIERS;Museum d'Histoire Naturelle;15 Place Pierre Semard;34500;;NON;Site de la ville;01/01,01/04,25/12;
LANGUEDOC-ROUSSILLON;HERAULT;BEZIERS;Musee des Beaux-Arts de Beziers;Place de la Revolution;34500;;NON;www.ville-beziers.fr/culture/02.cfm;;
LANGUEDOC-ROUSSILLON;HERAULT;BOUZIGUES;Musee de l'Etang de Thau;Quai du Port de Pêche;34140;;NON;www.bouzigues.fr/musee/francais/bouzigues-musee.html;;
LANGUEDOC-ROUSSILLON;HERAULT;FRONTIGNAN-LA-PEYRADE;Musee Municipal;4 bis, Rue Lucien Salette;34110;;NON;site de la ville - www.ville-frontignan.fr;;
LANGUEDOC-ROUSSILLON;HERAULT;HEREPIAN;Musee de la Cloche et de la Sonnaille;Espace Campanaire Andre-Malraux;34600;;OUI;;24/12,25/12;
LANGUEDOC-ROUSSILLON;HERAULT;LATTES Cedex;Site Archeologique Lattara - Musee Henri Prades de Montpellier Agglomeration;390, Avenue de Perols;34970;;NON;http://museearcheo.montpellier-agglo.com;;
LANGUEDOC-ROUSSILLON;HERAULT;LE CAP D'AGDE;Musee de l'Ephebe;Mas de La Clape;34300;;NON;Site cree en decembre 2012;24/12,25/12;
LANGUEDOC-ROUSSILLON;HERAULT;LES MATELLES;Musee Intercommunal du Pic Saint-Loup;1, Rue du Musee;34270;;NON;www.cc-picsaintloup.fr;;
LANGUEDOC-ROUSSILLON;HERAULT;LODEVE;Musee Fleury;HOtel du Cardinal de Fleury Square Georges Auric;34700;;NON;www.museedelodeve.fr;01/01,01/04,25/12;
LANGUEDOC-ROUSSILLON;HERAULT;MINERVE;Musee Archeologique;Place du Monument aux Morts;34210;;NON;;11/11,01/12-01/04;
LANGUEDOC-ROUSSILLON;HERAULT;MONTPELLIER;Musee de l'HOtel d'Espeyran;6, bis rue Montpellieret;34000;;NON;www.montpellier-agglo.com;;
LANGUEDOC-ROUSSILLON;HERAULT;MONTPELLIER;Musee du Vieux Montpellier;HOtel de Varennes 2, Place Petrarque;34000;;NON;;;
LANGUEDOC-ROUSSILLON;HERAULT;MONTPELLIER;Musee Fabre;13, rue Montpellieret;34000;;NON;www.montpellier-agglo.com/museefabre;;
LANGUEDOC-ROUSSILLON;HERAULT;MONTPELLIER;Musee Languedocien;HOtel des Tresoriers de France 7, Rue Jacques-Cœur;34000;;NON;www.musee-languedocien.com;;
LANGUEDOC-ROUSSILLON;HERAULT;MONTPELLIER Cedex 5;Agropolis-Museum;951, Avenue Agropolis;34394;;OUI;www.museum.agropolis.fr;11/11,01/12-01/04;
LANGUEDOC-ROUSSILLON;HERAULT;MURVIEL-LES-MONTPELLIER;Musee Municipal;HOtel de ville Rue des Lavoirs;34570;;NON;www.ville-murviel-les-montpellier.fr;;
LANGUEDOC-ROUSSILLON;HERAULT;PEZENAS;Musee de Vulliod Saint-Germain;3, Rue Albert-Paul Allies;34120;;NON;Site de la ville;24/12,25/12,11/11;
LANGUEDOC-ROUSSILLON;HERAULT;SAINT-PONS-DE-THOMIERES;Musee de Prehistoire Regionale et du Megalithisme;8, Grand'Rue;34220;;NON;www.pays-saintponais.com;;
LANGUEDOC-ROUSSILLON;HERAULT;SETE;Musee Paul Valery;148, Rue François Desnoyer;34200;;NON;www.museepaulvalery-sete.fr;;
LANGUEDOC-ROUSSILLON;LOZERE;MENDE;Musee Ignon Fabre;3, Rue de l'Epine;48000;;OUI;;;
LANGUEDOC-ROUSSILLON;LOZERE;PONT DE MONTVERT;Ecomusee du Mont Lozere;Route de Finiels;48220;;NON;www.mescevennes.com/decouvertes/ecomusee_loz.htm;11/11,01/12-01/04;
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;CERET Cedex;Musee departemental d'Art Moderne;8, Bd Marechal Joffre B.P. 60413;66403;;NON;www.musee-ceret.com;;
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;COLLIOURE;Musee d'Art Moderne - Fonds Peske;Villa Pams Route de Port-Vendres;66190;;NON;www.collioure.net/musee.asp;01/01,01/04,25/12;
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;PERPIGNAN;Musee Archeologique de Ruscino;Château Roussillon;66000;;OUI;;24/12,25/12;
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;PERPIGNAN;Museum d'Histoire Naturelle;12, Place Fontaine Neuve;66000;;NON;www.mairie-perpignan.fr;24/12,25/12,11/11;
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;PERPIGNAN Cedex;Musee Joseph Puig;42, Avenue de Grande-Bretagne B.P. 931;66931;;NON;Site de la mairie - www.mairie-perpignan.fr;;
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;PERPIGNAN Cedex;Musee Hyacinthe Rigaud;16, rue de l'Ange B.P. 931;66931;;NON;Site de la mairie : www.mairie-perpignan.fr;24/12,25/12;
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;PERPIGNAN Cedex;Musee du Castillet Casa Pairal;Mairie de Perpignan B.P. 931;66931;;NON;Site de la mairie - www.mairie-perpignan.fr;24/12,25/12,11/11;
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;PORT-VENDRES;Musee d'Archeologie Sous-Marine;Mairie;66660;;OUI;;;
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;SAINTE-LEOCADIE;Musee de Cerdagne;Cal Mateu;66800;;OUI;www.museedecerdagne.com;01/11-01/04;
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;TAUTAVEL;Musee de Tautavel;Avenue Leon-Jean Gregory;66720;;NON;www.450000ans.com ou www.cerptautavel.com;11/11,01/12-01/04;
LIMOUSIN;CORREZE;BRIVE-LA-GAILLARDE;Musee Labenche d'Art et d'Histoire;26 bis, boulevard Jules Ferry;19100;;NON;www.musee-labenche.com ou www.brive.net;11/11,01/12-01/04;
LIMOUSIN;CORREZE;SARRAN;Musee du President Jacques Chirac;;19800;;NON;www.museepresidentjchirac.fr;;
LIMOUSIN;CORREZE;TULLE;Musee du CloItre de Tulle Andre Mazeyrie;Place Monseigneur Berteaud;19000;;NON;www.museecloitre-tulle.com ou www.ville-tulle.fr;24/12,25/12;
LIMOUSIN;CORREZE;TULLE;Musee de la Memoire et des Industries Tullistes;1, Rue du 9 juin 1944;19000;;NON;Site de la ville;;
LIMOUSIN;CORREZE;USSEL;Musee du Pays d'Ussel;B.P. 63;19208;;NON;http://www.ussel19.fr/culture-patrimoine/musee-du-pays-d-ussel.html;01/11-01/04;
LIMOUSIN;CREUSE;AUBUSSON;Musee Departemental de la Tapisserie;Avenue des Lissiers B.P. 89;23200;;NON;www.cite-tapisserie.fr;01/01,01/04,25/12;
LIMOUSIN;CREUSE;GUERET;Musee d'Art et d'Archeologie;HOtel de la Senatorerie 22, avenue de la Senatorerie;23000;;NON;www.ville-gueret.fr/culture/musee.php;;
LIMOUSIN;HAUTE VIENNE;CHATEAUPONSAC;Musee Rene Bauberot;1, place Saint-Thyrse;87290;;NON;www.museechateauponsac.com;11/11,01/12-01/04;
LIMOUSIN;HAUTE VIENNE;LIMOGES;Musee National Adrien Dubouche;8 bis, Place Winston Churchill;87000;;NON;www.musee-adriendubouche.fr;;
LIMOUSIN;HAUTE VIENNE;LIMOGES;Musee Municipal des Beaux-Arts de Limoges - Palais de l'Evêche;1, Place de l'Evêche;87000;;NON;www.museebal.fr;;
LIMOUSIN;HAUTE VIENNE;ROCHECHOUART;Musee Departemental d'Art Contemporain;Place du Château;87600;;NON;www.musee-rochechouart.com;;
LORRAINE;MEURTHE ET MOSELLE;DENEUVRE;Les Sources d'Hercule;1, place Jean-Marie Keyser;54120;;NON;;;
LORRAINE;MEURTHE ET MOSELLE;JARVILLE-LA-MALGRANGE;Musee de l'Histoire du Fer;1, Avenue du General de Gaulle B.P. 15;54140;;NON;www.grand-nancy.org;24/12,25/12;
LORRAINE;MEURTHE ET MOSELLE;LANEUVEVILLE-DEVANT-NANCY;Musee du Château de Montaigu;167, Rue Lucien Galtier;54410;;NON;http://www.nancy.fr/transver/coord.htm#muslor - Site du Grand Nancy;;
LORRAINE;MEURTHE ET MOSELLE;LONGWY;Musee Municipal des Emaux et Faïences;Port de France Rue de la Manutention;54400;;NON;http://http//www.mairie-longwy.fr;01/11-01/04;
LORRAINE;MEURTHE ET MOSELLE;LUNEVILLE;Musee du Château de Luneville;Place de la Deuxieme Division de Cavalerie;54300;;NON;www.chateauluneville.cg54.fr - http://www.chateaudeslumieres.com;;
LORRAINE;MEURTHE ET MOSELLE;NANCY;Musee de Zoologie - Aquarium Tropical;34, Rue Sainte-Catherine;54000;;NON;www.man.uhp-nancy.fr;;
LORRAINE;MEURTHE ET MOSELLE;NANCY;Musee Historique Lorrain;Palais Ducal 64, Grande Rue;54000;;NON;http://www.nancy.fr/transver/coord.htm#muslor - Site du Grand Nancy;;
LORRAINE;MEURTHE ET MOSELLE;NANCY;Musee de l'Ecole de Nancy;36-38, rue du Sergent Blandan;54000;;NON;www.ecole-de-nancy.com;24/12,25/12;
LORRAINE;MEURTHE ET MOSELLE;NANCY;Musee des Beaux-Arts de Nancy;3, Place Stanislas B.P. 218;54004;;NON;www.mairie-nancy.fr;;
LORRAINE;MEURTHE ET MOSELLE;PONT-A-MOUSSON;"Musee ""au Fil du Papier""";HOtel de la Monnaie 13, Rue Magot de Rogeville;54700;;NON;Site de la ville;;
LORRAINE;MEURTHE ET MOSELLE;TOUL;Musee d'Art et d'Histoire de Toul;25, Rue Gouvion Saint-Cyr;54200;;NON;;01/01,01/04,25/12;
LORRAINE;MEUSE;BAR-LE-DUC;Musee Barrois;Esplanade du Château;55000;;NON;site de la ville - http://www.barleduc.fr;11/11,01/12-01/04;
LORRAINE;MEUSE;COMMERCY;Musee de la Ceramique et de l'Ivoire;7, Avenue Carcano;55200;;NON;;01/01,01/04,25/12;
LORRAINE;MEUSE;MONTMEDY;Musee Jules Bastien-Lepage - Musee de la Fortification;La Citadelle B.P. 28;55600;;NON;www.tourisme-montmedy.fr;;
LORRAINE;MEUSE;SAINT-MIHIEL;Musee d'Art Sacre de la Meuse;Rue du Palais de Justice;55300;;NON;http://otsisaintmihiel.e-monsite.com;11/11,01/12-01/04;
LORRAINE;MEUSE;SAMPIGNY;Musee Departemental Raymond Poincare;Clos Raymond Poincare;55300;;NON;http://www.cg55.fr;24/12,25/12;
LORRAINE;MEUSE;STENAY;Musee de la Biere et du Pays de Stenay;Rue de la Citadelle;55700;;NON;www.musee-de-la-biere.com;11/11,01/12-01/04;
LORRAINE;MEUSE;VARENNES-EN-ARGONNE;Musee d'Argonne;2, Rue Louis XVI;55270;;NON;site de la conservation : www.cg55.fr;;
LORRAINE;MEUSE;VAUCOULEURS;Musee Jeanne d'Arc;HOtel de Ville;55140;;NON;;;
LORRAINE;MEUSE;VERDUN;Musee de la Princerie;16, Rue de la Belle Vierge;55100;;NON;www.ville-verdun.fr;;
LORRAINE;MOSELLE;GRAVELOTTE;Musee Departemental de la Guerre de 70;Rue de Metz;57130;2016OUI;OUI;;24/12,25/12;
LORRAINE;MOSELLE;MARSAL;Musee Departemental du Sel;Porte de France;57630;;NON;Site du conseil general - www.cg57.fr;01/11-01/04;
LORRAINE;MOSELLE;MEISENTHAL;Maison du Verre et du Cristal;Place Robert Schumann;57960;;NON;http://www.musee-verre.webmuseo.com/;01/11-01/04;
LORRAINE;MOSELLE;METZ;Musees de la Cour d'Or;2, Rue du Haut Poirier;57000;;NON;musees.metzmetropole.fr;;
LORRAINE;MOSELLE;METZ Cedex 1;Centre Pompidou de Metz;1, Parvis des Droits-de-l'Homme CS 90490;57020;;NON;www.centrepompidou-metz.fr;11/11,01/12-01/04;
LORRAINE;MOSELLE;NEUFCHEF;Musee des Mines de fer de Lorraine;Lieu dit Hameviller;57700;;NON;www.musee.desminesdefer-lorraine.com;01/01,01/04,25/12;
LORRAINE;MOSELLE;PETITE-ROSSELLE;Musee de la Mine - Carreau Wendel;Parc Explor Wendel;57540;;NON;www.la-mine.fr;;
LORRAINE;MOSELLE;PHALSBOURG;Musee Militaire et Erckmann-Chatrian;HOtel de Ville Place d’Armes;57370;;NON;www.phalsbourg.fr/La_culture__les_loisirs/Le_Musee;01/01,01/04,25/12;
LORRAINE;MOSELLE;SARREBOURG;Musee du Pays de Sarrebourg;Rue de la Paix;57400;;NON;www.musee-du-pays-de-sarrebourg.com;;
LORRAINE;MOSELLE;SARREGUEMINES;Jardin d'Hiver, Musee de La Faïence;15-17, Rue Poincare;57200;;NON;www.sarreguemines-museum.com;01/11-01/04;
LORRAINE;MOSELLE;SARREGUEMINES;Moulin de la Blies - Musee des Techniques Faïencieres;125, Avenue de la Blies;57200;;NON;www.sarreguemines-museum.com;;
LORRAINE;MOSELLE;THIONVILLE Cedex;La Tour aux Puces - Musee du Pays Thionvillois;Cour du Château B.P. 30352;57125;;NON;www.tourauxpuces.com;24/12,25/12,11/11;
